Wavenumber,Intensity
7.310000000000000000e+02,1.938292378917379466e+01
7.320000000000000000e+02,1.945548433048433168e+01
7.330000000000000000e+02,1.950539529914529524e+01
7.340000000000000000e+02,1.955775462962964184e+01
7.350000000000000000e+02,1.985307603276353206e+01
7.360000000000000000e+02,2.014953703703705656e+01
7.370000000000000000e+02,2.046807781339031962e+01
7.380000000000000000e+02,2.078350249287748497e+01
7.390000000000000000e+02,2.106576299857551149e+01
7.400000000000000000e+02,2.135585826210826355e+01
7.410000000000000000e+02,2.170197204415956804e+01
7.420000000000000000e+02,2.201972934472934895e+01
7.430000000000000000e+02,2.218806980056979938e+01
7.440000000000000000e+02,2.236025641025641875e+01
7.450000000000000000e+02,2.254818821225071446e+01
7.460000000000000000e+02,2.274170227920229337e+01
7.470000000000000000e+02,2.295357905982906388e+01
7.480000000000000000e+02,2.312334401709401632e+01
7.490000000000000000e+02,2.317921563390313722e+01
7.500000000000000000e+02,2.320348112535612728e+01
7.510000000000000000e+02,2.315631677350426898e+01
7.520000000000000000e+02,2.310292022792022593e+01
7.530000000000000000e+02,2.303761574074074048e+01
7.540000000000000000e+02,2.297838319088318926e+01
7.550000000000000000e+02,2.292904202279202508e+01
7.560000000000000000e+02,2.284216524216523325e+01
7.570000000000000000e+02,2.270284900284900331e+01
7.580000000000000000e+02,2.254442663817664538e+01
7.590000000000000000e+02,2.236302528490027797e+01
7.600000000000000000e+02,2.216809116809116986e+01
7.610000000000000000e+02,2.195911680911679653e+01
7.620000000000000000e+02,2.178000356125355808e+01
7.630000000000000000e+02,2.162762642450142891e+01
7.640000000000000000e+02,2.167633547008547623e+01
7.650000000000000000e+02,2.188023059116808611e+01
7.660000000000000000e+02,2.207060185185186185e+01
7.670000000000000000e+02,2.225200320512820795e+01
7.680000000000000000e+02,2.242877492877492429e+01
7.690000000000000000e+02,2.260292022792023303e+01
7.700000000000000000e+02,2.277804487179486870e+01
7.710000000000000000e+02,2.295364138176639202e+01
7.720000000000000000e+02,2.308896011396011616e+01
7.730000000000000000e+02,2.320795940170940241e+01
7.740000000000000000e+02,2.331772613960114526e+01
7.750000000000000000e+02,2.342439013532763425e+01
7.760000000000000000e+02,2.355954415954416703e+01
7.770000000000000000e+02,2.370248842592592808e+01
7.780000000000000000e+02,2.389196047008546486e+01
7.790000000000000000e+02,2.409150195868947009e+01
